<Ticker>,<Per>,<DTYYYYMMDD>,<TIME>,<Open>,<High>,<Low>,<Close>,<Vol>,<Openint>
Dollar,d,20120519,000000,16850.0000,16850.0000,16850.0000,16850.0000,0,16850.0000,43788
Dollar,d,20120520,000000,16760.0000,16760.0000,16760.0000,16760.0000,0,16760.0000,43788
Dollar,d,20120521,000000,16850.0000,16850.0000,16850.0000,16850.0000,0,16850.000,43788
Dollar,d,20120522,000000,16690.0000,16690.0000,16690.0000,16690.0000,0,16690.0000,43788
Dollar,d,20120523,000000,16710.0000,16710.0000,16710.0000,16710.0000,0,16710.000,43788
Dollar,d,20120524,000000,17600.0000,17600.0000,17600.0000,17600.0000,0,17600.0000,43788
Dollar,d,20120526,000000,17680.0000,17680.0000,17680.0000,17680.0000,0,17680.000,43788
Dollar,d,20120527,000000,17180.0000,17180.0000,17180.0000,17180.0000,0,17180.0000,43788
Dollar,d,20120528,000000,17300.0000,17300.0000,17300.0000,17300.0000,0,17300.000,43788
Dollar,d,20120529,000000,17580.0000,17580.0000,17580.0000,17580.0000,0,17580.000,43788
Dollar,d,20120530,000000,17710.0000,17710.0000,17710.0000,17710.0000,0,17710.0000,43788
Dollar,d,20120531,000000,17640.0000,17640.0000,17640.0000,17640.0000,0,17640.0000,43788
Dollar,d,20120602,000000,17780.0000,17780.0000,17780.0000,17780.0000,0,17780.0000,43788
Dollar,d,20120605,000000,17660.0000,17660.0000,17660.0000,17660.0000,0,17660.0000,43788
Dollar,d,20120606,000000,17590.0000,17590.0000,17590.0000,17590.0000,0,17590.000,43788
Dollar,d,20120607,000000,17810.0000,17810.0000,17810.0000,17810.0000,0,17810.000,43788
Dollar,d,20120609,000000,18050.0000,18050.0000,18050.0000,18050.0000,0,18050.0000,43788
Dollar,d,20120610,000000,18190.0000,18190.0000,18190.0000,18190.0000,0,18190.0000,43788
Dollar,d,20120611,000000,18120.0000,18120.0000,18120.0000,18120.0000,0,18120.0000,43788
Dollar,d,20120612,000000,17930.0000,17930.0000,17930.0000,17930.0000,0,17930.0000,43788
Dollar,d,20120613,000000,17690.0000,17690.0000,17690.0000,17690.0000,0,17690.0000,43788
Dollar,d,20120614,000000,17790.0000,17790.0000,17790.0000,17790.0000,0,17790.0000,43788
Dollar,d,20120616,000000,17820.0000,17820.0000,17820.0000,17820.0000,0,17820.0000,43788
Dollar,d,20120617,000000,17990.0000,17990.0000,17990.0000,17990.0000,0,17990.0000,43788
Dollar,d,20120619,000000,18140.0000,18140.0000,18140.0000,18140.0000,0,18140.0000,43788
Dollar,d,20120620,000000,18280.0000,18280.0000,18280.0000,18280.0000,0,18280.0000,43788
Dollar,d,20120621,000000,18220.0000,18220.0000,18220.0000,18220.0000,0,18220.0000,43788
Dollar,d,20120623,000000,18790.0000,18790.0000,18790.0000,18790.0000,0,18790.0000,43788
Dollar,d,20120624,000000,19030.0000,19030.0000,19030.0000,19030.0000,0,19030.0000,43788
Dollar,d,20120625,000000,18900.0000,18900.0000,18900.0000,18900.0000,0,18900.0000,43788
Dollar,d,20120626,000000,19200.0000,19200.0000,19200.0000,19200.0000,0,19200.0000,43788
Dollar,d,20120627,000000,19380.0000,19380.0000,19380.0000,19380.0000,0,19380.0000,43788
Dollar,d,20120628,000000,20190.0000,20190.0000,20190.0000,20190.0000,0,20190.0000,43788
Dollar,d,20120630,000000,19950.0000,19950.0000,19950.0000,19950.0000,0,19950.0000,43788
Dollar,d,20120701,000000,19620.0000,19620.0000,19620.0000,19620.0000,0,19620.000,43788
Dollar,d,20120702,000000,19490.0000,19490.0000,19490.0000,19490.0000,0,19490.0000,43788
Dollar,d,20120703,000000,19410.0000,19760.0000,19400.0000,19760.0000,0,19760.000,43788
Dollar,d,20120704,000000,19830.0000,19830.0000,19610.0000,19680.0000,0,19680.0000,43788
Dollar,d,20120707,000000,19580.0000,19600.0000,19410.0000,19460.0000,0,19460.000,43788
Dollar,d,20120708,000000,19390.0000,19390.0000,19040.0000,19100.0000,0,19100.0000,43788
Dollar,d,20120709,000000,19020.0000,19160.0000,18810.0000,19130.0000,0,19130.000,43788
Dollar,d,20120710,000000,19200.0000,19460.0000,19200.0000,19360.0000,0,19360.000,43788
Dollar,d,20120711,000000,19330.0000,19340.0000,19100.0000,19140.0000,0,19140.0000,43788
Dollar,d,20120712,000000,19170.0000,19240.0000,19150.0000,19220.0000,0,19220.0000,43788
Dollar,d,20120714,000000,19350.0000,19350.0000,19150.0000,19150.0000,0,19150.0000,43788
Dollar,d,20120715,000000,19150.0000,19150.0000,18990.0000,19030.0000,0,19030.0000,43788
Dollar,d,20120716,000000,18900.0000,19200.0000,18880.0000,19200.0000,0,19200.000,43788
Dollar,d,20120717,000000,19280.0000,19280.0000,19090.0000,19100.0000,0,19100.000,43788
Dollar,d,20120718,000000,19100.0000,19220.0000,19010.0000,19150.0000,0,19150.0000,43788
Dollar,d,20120719,000000,19150.0000,19150.0000,19080.0000,19100.0000,0,19100.0000,43788
Dollar,d,20120721,000000,19080.0000,19110.0000,19030.0000,19090.0000,0,19090.0000,43788
Dollar,d,20120722,000000,19080.0000,19080.0000,18980.0000,19000.0000,0,19000.0000,43788
Dollar,d,20120723,000000,18960.0000,19110.0000,18960.0000,19090.0000,0,19090.0000,43788
Dollar,d,20120724,000000,19100.0000,19230.0000,19100.0000,19210.0000,0,19210.0000,43788
Dollar,d,20120725,000000,19210.0000,19340.0000,19180.0000,19290.0000,0,19290.0000,43788
Dollar,d,20120726,000000,19290.0000,19670.0000,19290.0000,19570.0000,0,19570.0000,43788
Dollar,d,20120728,000000,19600.0000,19750.0000,19560.0000,19700.0000,0,19700.0000,43788
Dollar,d,20120729,000000,19700.0000,19700.0000,19380.0000,19470.0000,0,19470.0000,43788
Dollar,d,20120730,000000,19500.0000,19690.0000,19450.0000,19660.0000,0,19660.0000,43788
Dollar,d,20120731,000000,19660.0000,19750.0000,19610.0000,19730.0000,0,19730.0000,43788
Dollar,d,20120801,000000,19730.0000,20130.0000,19730.0000,20050.0000,0,20050.0000,43788
Dollar,d,20120802,000000,20080.0000,20250.0000,20080.0000,20190.0000,0,20190.0000,43788
Dollar,d,20120804,000000,20190.0000,20200.0000,19920.0000,20080.0000,0,20080.0000,43788
Dollar,d,20120805,000000,20040.0000,20500.0000,20040.0000,20440.0000,0,20440.0000,43788
Dollar,d,20120806,000000,20700.0000,21250.0000,20700.0000,21300.0000,0,21300.0000,43788
Dollar,d,20120808,000000,20850.0000,20850.0000,20850.0000,20850.0000,0,20850.0000,43788
Dollar,d,20120809,000000,20950.0000,20950.0000,20950.0000,20950.0000,0,20950.000,43788
Dollar,d,20120811,000000,21300.0000,21490.0000,21280.0000,21300.0000,0,21300.0000,43788
Dollar,d,20120812,000000,21330.0000,21590.0000,21330.0000,21440.0000,0,21440.000,43788
Dollar,d,20120813,000000,21400.0000,21440.0000,21290.0000,21300.0000,0,21300.0000,43788
Dollar,d,20120814,000000,21290.0000,21360.0000,21200.0000,21210.0000,0,21210.000,43788
Dollar,d,20120815,000000,21210.0000,21260.0000,21050.0000,21070.0000,0,21070.0000,43788
Dollar,d,20120816,000000,21110.0000,21270.0000,21060.0000,21250.0000,0,21250.000,43788
Dollar,d,20120818,000000,21300.0000,21350.0000,21180.0000,21190.0000,0,21190.000,43788
Dollar,d,20120821,000000,21190.0000,21350.0000,21180.0000,21350.0000,0,21350.0000,43788
Dollar,d,20120822,000000,21360.0000,21360.0000,21290.0000,21360.0000,0,21360.0000,43788
Dollar,d,20120823,000000,21420.0000,21730.0000,21410.0000,21650.0000,0,21650.0000,43788
Dollar,d,20120825,000000,21830.0000,22100.0000,21820.0000,21940.0000,0,21940.0000,43788
Dollar,d,20120826,000000,22000.0000,22000.0000,21650.0000,21740.0000,0,21740.000,43788
Dollar,d,20120827,000000,21750.0000,21960.0000,21700.0000,21950.0000,0,21950.000,43788
Dollar,d,20120828,000000,21950.0000,21950.0000,21930.0000,21940.0000,0,21940.0000,43788
Dollar,d,20120829,000000,21940.0000,21950.0000,21930.0000,21940.0000,0,21940.0000,43788
Dollar,d,20120901,000000,21940.0000,21940.0000,21750.0000,21800.0000,0,21800.0000,43788
Dollar,d,20120902,000000,21780.0000,21780.0000,21570.0000,21590.0000,0,21590.0000,43788
Dollar,d,20120903,000000,21590.0000,21740.0000,21280.0000,21720.0000,0,21720.0000,43788
Dollar,d,20120904,000000,21720.0000,21910.0000,21700.0000,21790.0000,0,21790.0000,43788
Dollar,d,20120905,000000,21790.0000,22250.0000,21790.0000,22230.0000,0,22230.0000,43788
Dollar,d,20120906,000000,22370.0000,22550.0000,22180.0000,22180.0000,0,22180.0000,43788
Dollar,d,20120908,000000,22180.0000,23080.0000,22180.0000,23000.0000,0,23000.0000,43788
Dollar,d,20120909,000000,23140.0000,24610.0000,23140.0000,24450.0000,0,24450.0000,43788
Dollar,d,20120910,000000,24900.0000,26500.0000,24900.0000,25500.0000,0,25500.0000,43788
Dollar,d,20120911,000000,24330.0000,24750.0000,24200.0000,24700.0000,0,24700.0000,43788
Dollar,d,20120913,000000,23900.0000,24100.0000,23650.0000,23950.0000,0,23950.0000,43788
Dollar,d,20120915,000000,24050.0000,24530.0000,23990.0000,24420.0000,0,24420.0000,43788
Dollar,d,20120916,000000,24350.0000,24600.0000,24300.0000,24500.0000,0,24500.0000,43788
Dollar,d,20120917,000000,24470.0000,25330.0000,24470.0000,24930.0000,0,24930.0000,43788
Dollar,d,20120918,000000,24700.0000,24870.0000,24250.0000,24380.0000,0,24380.0000,43788
Dollar,d,20120919,000000,24210.0000,24380.0000,23850.0000,24260.0000,0,24260.0000,43788
Dollar,d,20120920,000000,24340.0000,24430.0000,24220.0000,24380.0000,0,24380.000,43788
Dollar,d,20120922,000000,24740.0000,24750.0000,24350.0000,24670.0000,0,24670.0000,43788
Dollar,d,20120923,000000,24660.0000,24800.0000,24510.0000,24720.0000,0,24720.000,43788
Dollar,d,20120924,000000,24600.0000,25340.0000,24600.0000,25200.0000,0,25200.0000,43788
Dollar,d,20120925,000000,25310.0000,26550.0000,25310.0000,25450.0000,0,25450.000,43788
Dollar,d,20120926,000000,26150.0000,26550.0000,26120.0000,26400.0000,0,26400.0000,43788
Dollar,d,20120927,000000,26760.0000,27190.0000,26700.0000,26920.0000,0,26920.000,43788
Dollar,d,20120929,000000,27160.0000,28850.0000,27160.0000,28440.0000,0,28440.000,43788
Dollar,d,20120930,000000,29600.0000,29850.0000,29350.0000,29720.0000,0,29720.0000,43788
Dollar,d,20121001,000000,29680.0000,34800.0000,29680.0000,34800.0000,0,34800.0000,43788
Dollar,d,20121002,000000,33300.0000,36500.0000,32600.0000,36000.0000,0,36000.0000,43788
Dollar,d,20121008,000000,33500.0000,33500.0000,33500.0000,33500.0000,0,33500.0000,43788
Dollar,d,20121020,000000,36000.0000,36000.0000,36000.0000,36000.0000,0,36000.000,43788
Dollar,d,20121024,000000,34000.0000,34000.0000,34000.0000,34000.0000,0,34000.000,43788
Dollar,d,20121027,000000,33300.0000,33300.0000,33300.0000,33300.0000,0,33300.0000,43788
Dollar,d,20121104,000000,30000.0000,31000.0000,30000.0000,30000.0000,0,30000.0000,43788
Dollar,d,20121105,000000,31500.0000,32000.0000,29500.0000,31500.0000,0,31500.0000,43788
Dollar,d,20121106,000000,32000.0000,32000.0000,32000.0000,32000.0000,0,32000.0000,43788
Dollar,d,20121107,000000,32300.0000,32300.0000,32300.0000,32300.0000,0,32300.0000,43788
Dollar,d,20121114,000000,30200.0000,30200.0000,30200.0000,30200.0000,0,30200.0000,43788
Dollar,d,20121114,000000,29800.0000,29800.0000,29800.0000,29800.0000,0,29800.0000,43788
Dollar,d,20121117,000000,28850.0000,28850.0000,28850.0000,28850.0000,0,28850.0000,43788
Dollar,d,20121118,000000,27880.0000,27880.0000,27880.0000,27880.0000,0,27880.0000,43788
Dollar,d,20121119,000000,27450.0000,27450.0000,27450.0000,27450.0000,0,27450.0000,43788
Dollar,d,20121120,000000,26500.0000,26500.0000,26500.0000,26500.0000,0,26500.0000,43788
Dollar,d,20121121,000000,27800.0000,27800.0000,27800.0000,27800.0000,0,27800.0000,43788
Dollar,d,20121122,000000,29600.0000,29600.0000,29600.0000,29600.0000,0,29600.0000,43788
Dollar,d,20121126,000000,28550.0000,28550.0000,28550.0000,28550.0000,0,28550.0000,43788
Dollar,d,20121127,000000,28400.0000,28400.0000,28400.0000,28400.0000,0,28400.0000,43788
Dollar,d,20121128,000000,28580.0000,28580.0000,28580.0000,28580.0000,0,28580.0000,43788
Dollar,d,20121129,000000,28690.0000,28690.0000,28690.0000,28690.0000,0,28690.0000,43788
Dollar,d,20121201,000000,29250.0000,29250.0000,29250.0000,29250.0000,0,29250.0000,43788
Dollar,d,20121202,000000,28950.0000,28950.0000,28950.0000,28950.0000,0,28950.000,43788
Dollar,d,20121203,000000,29120.0000,29120.0000,29120.0000,29120.0000,0,29120.0000,43788
Dollar,d,20121204,000000,29090.0000,29090.0000,29090.0000,29090.0000,0,29090.000,43788
Dollar,d,20121205,000000,29400.0000,29400.0000,29400.0000,29400.0000,0,29400.0000,43788
Dollar,d,20121206,000000,30300.0000,30300.0000,30300.0000,30300.0000,0,30300.000,43788
Dollar,d,20121208,000000,29700.0000,29700.0000,29700.0000,29700.0000,0,29700.0000,43788
Dollar,d,20121209,000000,29700.0000,29700.0000,29700.0000,29700.0000,0,29700.000,43788
Dollar,d,20121210,000000,29790.0000,29790.0000,29790.0000,29790.0000,0,29790.000,43788
Dollar,d,20121211,000000,30050.0000,30050.0000,30050.0000,30050.0000,0,30050.0000,43788
Dollar,d,20121212,000000,30100.0000,30100.0000,30100.0000,30100.0000,0,30100.0000,43788
Dollar,d,20121213,000000,30100.0000,30100.0000,30100.0000,30100.0000,0,30100.0000,43788
Dollar,d,20121215,000000,29850.0000,29850.0000,29850.0000,29850.0000,0,29850.0000,43788
Dollar,d,20121216,000000,29940.0000,29940.0000,29940.0000,29940.0000,0,29940.000,43788
Dollar,d,20121217,000000,30230.0000,30230.0000,30230.0000,30230.0000,0,30230.000,43788
Dollar,d,20121218,000000,31150.0000,31150.0000,31150.0000,31150.0000,0,31150.0000,43788
Dollar,d,20121219,000000,30850.0000,30850.0000,30850.0000,30850.0000,0,30850.0000,43788
Dollar,d,20121220,000000,30950.0000,30950.0000,30950.0000,30950.0000,0,30950.0000,43788
Dollar,d,20121222,000000,31700.0000,31700.0000,31700.0000,31700.0000,0,31700.0000,43788
Dollar,d,20121223,000000,32400.0000,32400.0000,32400.0000,32400.0000,0,32400.0000,43788
Dollar,d,20121224,000000,33000.0000,33000.0000,33000.0000,33000.0000,0,33000.0000,43788
Dollar,d,20121225,000000,33800.0000,34100.0000,32100.0000,32300.0000,0,32300.0000,43788
Dollar,d,20121226,000000,32100.0000,32700.0000,32100.0000,32350.0000,0,32350.0000,43788
Dollar,d,20121229,000000,32300.0000,32500.0000,31700.0000,31700.0000,0,31700.0000,43788
Dollar,d,20121230,000000,31600.0000,32500.0000,31600.0000,32400.0000,0,32400.0000,43788
Dollar,d,20121231,000000,32400.0000,32800.0000,32100.0000,32150.0000,0,32150.0000,43788
Dollar,d,20130101,000000,32400.0000,32800.0000,32150.0000,32250.0000,0,32250.0000,43788
Dollar,d,20130103,000000,32600.0000,32600.0000,32300.0000,32400.0000,0,32400.0000,43788
Dollar,d,20130107,000000,32350.0000,32350.0000,32350.0000,32350.0000,0,32350.0000,43788
Dollar,d,20130107,000000,32300.0000,32300.0000,32300.0000,32300.0000,0,32300.0000,43788
Dollar,d,20130108,000000,32370.0000,32800.0000,32300.0000,32600.0000,0,32600.0000,43788
Dollar,d,20130112,000000,32700.0000,32950.0000,32670.0000,32850.0000,0,32850.0000,43788
Dollar,d,20130113,000000,32800.0000,33000.0000,32800.0000,32850.0000,0,32850.0000,43788
Dollar,d,20130114,000000,32900.0000,32950.0000,32800.0000,32850.0000,0,32850.000,43788
Dollar,d,20130115,000000,32900.0000,33150.0000,32900.0000,33100.0000,0,33100.0000,43788
Dollar,d,20130116,000000,32900.0000,33150.0000,32950.0000,33020.0000,0,33020.000,43788
Dollar,d,20130117,000000,32980.0000,32980.0000,32980.0000,32980.0000,0,32980.0000,43788
Dollar,d,20130119,000000,33150.0000,33600.0000,33150.0000,33400.0000,0,33400.000,43788
Dollar,d,20130120,000000,33600.0000,34300.0000,33600.0000,33900.0000,0,33900.0000,43788
Dollar,d,20130121,000000,34100.0000,35800.0000,34100.0000,35400.0000,0,35400.000,43788
Dollar,d,20130122,000000,35600.0000,36300.0000,35600.0000,35850.0000,0,35850.000,43788
Dollar,d,20130123,000000,35800.0000,36000.0000,35000.0000,35100.0000,0,35100.0000,43788
Dollar,d,20130124,000000,35200.0000,35200.0000,35200.0000,35200.0000,0,35200.0000,43788
Dollar,d,20130126,000000,34800.0000,35700.0000,34800.0000,35300.0000,0,35300.0000,43788
Dollar,d,20130127,000000,36250.0000,36250.0000,36250.0000,36250.0000,0,36250.0000,43788
Dollar,d,20130128,000000,36650.0000,36650.0000,36650.0000,36650.0000,0,36650.000,43788
Dollar,d,20130130,000000,38000.0000,38000.0000,38000.0000,38000.0000,0,38000.000,43788
Dollar,d,20130131,000000,38500.0000,38500.0000,38500.0000,38500.0000,0,38500.0000,43788
Dollar,d,20130202,000000,37800.0000,37800.0000,37800.0000,37800.0000,0,37800.0000,43788
Dollar,d,20130203,000000,37700.0000,37700.0000,37700.0000,37700.0000,0,37700.0000,43788
Dollar,d,20130204,000000,38400.0000,38400.0000,38400.0000,38400.0000,0,38400.0000,43788
Dollar,d,20130205,000000,38650.0000,38650.0000,38650.0000,38650.0000,0,38650.0000,43788
Dollar,d,20130206,000000,37400.0000,37400.0000,37400.0000,37400.0000,0,37400.0000,43788
Dollar,d,20130209,000000,38400.0000,38400.0000,38400.0000,38400.0000,0,38400.0000,43788
Dollar,d,20130211,000000,37800.0000,37800.0000,37800.0000,37800.0000,0,37800.0000,43788
Dollar,d,20130212,000000,37200.0000,37200.0000,37200.0000,37200.0000,0,37200.0000,43788
Dollar,d,20130213,000000,36900.0000,36900.0000,36900.0000,36900.0000,0,36900.0000,43788
Dollar,d,20130214,000000,37500.0000,37500.0000,37500.0000,37500.0000,0,37500.0000,43788
Dollar,d,20130216,000000,37200.0000,37200.0000,37200.0000,37200.0000,0,37200.0000,43788
Dollar,d,20130217,000000,36800.0000,36800.0000,36800.0000,36800.0000,0,36800.0000,43788
Dollar,d,20130218,000000,37100.0000,37100.0000,37100.0000,37100.0000,0,37100.0000,43788
Dollar,d,20130219,000000,37250.0000,37250.0000,37250.0000,37250.0000,0,37250.0000,43788
Dollar,d,20130220,000000,36850.0000,36850.0000,36850.0000,36850.0000,0,36850.0000,43788
Dollar,d,20130221,000000,36800.0000,36800.0000,36800.0000,36800.0000,0,36800.0000,43788
Dollar,d,20130223,000000,36800.0000,36800.0000,36800.0000,36800.0000,0,36800.0000,43788
Dollar,d,20130224,000000,36900.0000,36900.0000,36900.0000,36900.0000,0,36900.000,43788
Dollar,d,20130225,000000,37600.0000,37600.0000,37600.0000,37600.0000,0,37600.0000,43788
Dollar,d,20130226,000000,37800.0000,37800.0000,37800.0000,37800.0000,0,37800.000,43788
Dollar,d,20130227,000000,37200.0000,37200.0000,37200.0000,37200.0000,0,37200.0000,43788
Dollar,d,20130228,000000,36800.0000,36800.0000,36800.0000,36800.0000,0,36800.000,43788
Dollar,d,20130302,000000,36000.0000,36000.0000,36000.0000,36000.0000,0,36000.0000,43788
Dollar,d,20130303,000000,35000.0000,35000.0000,35000.0000,35000.0000,0,35000.000,43788
Dollar,d,20130304,000000,33000.0000,33000.0000,33000.0000,33000.0000,0,33000.000,43788
Dollar,d,20130305,000000,34700.0000,34700.0000,34700.0000,34700.0000,0,34700.0000,43788
Dollar,d,20130306,000000,36000.0000,36000.0000,36000.0000,36000.0000,0,36000.0000,43788
Dollar,d,20130307,000000,36300.0000,36300.0000,36300.0000,36300.0000,0,36300.0000,43788
Dollar,d,20130309,000000,34900.0000,34900.0000,34900.0000,34900.0000,0,34900.0000,43788
Dollar,d,20130310,000000,35100.0000,35100.0000,35100.0000,35100.0000,0,35100.000,43788
Dollar,d,20130311,000000,34800.0000,34800.0000,34800.0000,34800.0000,0,34800.000,43788
Dollar,d,20130312,000000,34800.0000,34800.0000,34800.0000,34800.0000,0,34800.0000,43788
Dollar,d,20130313,000000,34700.0000,34700.0000,34700.0000,34700.0000,0,34700.0000,43788
Dollar,d,20130314,000000,34000.0000,34000.0000,34000.0000,34000.0000,0,34000.0000,43788
Dollar,d,20130316,000000,33400.0000,33400.0000,33400.0000,33400.0000,0,33400.0000,43788
Dollar,d,20130317,000000,34300.0000,34300.0000,34300.0000,34300.0000,0,34300.0000,43788
Dollar,d,20130318,000000,34000.0000,34000.0000,34000.0000,34000.0000,0,34000.0000,43788
Dollar,d,20130325,000000,34600.0000,34600.0000,34600.0000,34600.0000,0,34600.0000,43788
Dollar,d,20130326,000000,34600.0000,34600.0000,34600.0000,34600.0000,0,34600.0000,43788
Dollar,d,20130327,000000,34800.0000,34800.0000,34800.0000,34800.0000,0,34800.0000,43788
Dollar,d,20130328,000000,34700.0000,34700.0000,34700.0000,34700.0000,0,34700.0000,43788
Dollar,d,20130330,000000,34500.0000,34500.0000,34500.0000,34500.0000,0,34500.0000,43788
Dollar,d,20130401,000000,34200.0000,34200.0000,34200.0000,34200.0000,0,34200.0000,43788
Dollar,d,20130404,000000,34500.0000,34500.0000,34500.0000,34500.0000,0,34500.0000,43788
Dollar,d,20130406,000000,35150.0000,35150.0000,35150.0000,35150.0000,0,35150.0000,43788
Dollar,d,20130407,000000,36100.0000,36100.0000,36100.0000,36100.0000,0,36100.0000,43788
Dollar,d,20130408,000000,35700.0000,35700.0000,35700.0000,35700.0000,0,35700.0000,43788
Dollar,d,20130409,000000,35700.0000,35700.0000,35700.0000,35700.0000,0,35700.0000,43788
Dollar,d,20130410,000000,35300.0000,35300.0000,35300.0000,35300.0000,0,35300.0000,43788
Dollar,d,20130411,000000,35100.0000,35100.0000,35100.0000,35100.0000,0,35100.000,43788
Dollar,d,20130413,000000,35200.0000,35200.0000,35200.0000,35200.0000,0,35200.0000,43788
Dollar,d,20130415,000000,35000.0000,35000.0000,35000.0000,35000.0000,0,35000.000,43788
Dollar,d,20130416,000000,35000.0000,35000.0000,35000.0000,35000.0000,0,35000.0000,43788
Dollar,d,20130417,000000,35000.0000,35000.0000,35000.0000,35000.0000,0,35000.000,43788
Dollar,d,20130418,000000,35400.0000,35400.0000,35400.0000,35400.0000,0,35400.0000,43788
Dollar,d,20130420,000000,35000.0000,35000.0000,35000.0000,35000.0000,0,35000.000,43788
Dollar,d,20130421,000000,35200.0000,35200.0000,35200.0000,35200.0000,0,35200.000,43788
Dollar,d,20130422,000000,35300.0000,35300.0000,35300.0000,35300.0000,0,35300.0000,43788
Dollar,d,20130423,000000,35400.0000,35400.0000,35400.0000,35400.0000,0,35400.0000,43788
Dollar,d,20130424,000000,36200.0000,36200.0000,36200.0000,36200.0000,0,36200.0000,43788
Dollar,d,20130425,000000,36000.0000,36000.0000,36000.0000,36000.0000,0,36000.0000,43788
Dollar,d,20130427,000000,35900.0000,35900.0000,35900.0000,35900.0000,0,35900.000,43788
Dollar,d,20130428,000000,35700.0000,35700.0000,35700.0000,35700.0000,0,35700.000,43788
Dollar,d,20130429,000000,35900.0000,35900.0000,35900.0000,35900.0000,0,35900.0000,43788
Dollar,d,20130430,000000,35750.0000,35750.0000,35750.0000,35750.0000,0,35750.0000,43788
Dollar,d,20130501,000000,35700.0000,35700.0000,35700.0000,35700.0000,0,35700.0000,43788
Dollar,d,20130502,000000,35400.0000,35400.0000,35400.0000,35400.0000,0,35400.0000,43788
Dollar,d,20130504,000000,35600.0000,35600.0000,35600.0000,35600.0000,0,35600.0000,43788
Dollar,d,20130505,000000,35700.0000,35700.0000,35700.0000,35700.0000,0,35700.0000,43788
Dollar,d,20130506,000000,35650.0000,35650.0000,35650.0000,35650.0000,0,35650.0000,43788
Dollar,d,20130507,000000,35500.0000,35500.0000,35500.0000,35500.0000,0,35500.0000,43788
Dollar,d,20130508,000000,35300.0000,35300.0000,35300.0000,35300.0000,0,35300.0000,43788
Dollar,d,20130509,000000,35200.0000,35200.0000,35200.0000,35200.0000,0,35200.0000,43788
Dollar,d,20130511,000000,35100.0000,35100.0000,35100.0000,35100.0000,0,35100.0000,43788
Dollar,d,20130512,000000,34850.0000,34850.0000,34850.0000,34850.0000,0,34850.0000,43788
Dollar,d,20130513,000000,35150.0000,35150.0000,35150.0000,35150.0000,0,35150.0000,43788
Dollar,d,20130514,000000,35200.0000,35200.0000,35200.0000,35200.0000,0,35200.0000,43788
Dollar,d,20130515,000000,34900.0000,34900.0000,34900.0000,34900.0000,0,34900.0000,43788
Dollar,d,20130516,000000,35150.0000,35150.0000,35150.0000,35150.0000,0,35150.0000,43788
Dollar,d,20130518,000000,35050.0000,35050.0000,35050.0000,35050.0000,0,35050.0000,43788
Dollar,d,20130519,000000,34650.0000,34650.0000,34650.0000,34650.0000,0,34650.0000,43788
Dollar,d,20130520,000000,34700.0000,34700.0000,34700.0000,34700.0000,0,34700.000,43788
Dollar,d,20130521,000000,35200.0000,35200.0000,35200.0000,35200.0000,0,35200.0000,43788
Dollar,d,20130522,000000,35500.0000,35500.0000,35500.0000,35500.0000,0,35500.000,43788
Dollar,d,20130523,000000,35400.0000,35400.0000,35400.0000,35400.0000,0,35400.0000,43788
Dollar,d,20130525,000000,35600.0000,35600.0000,35600.0000,35600.0000,0,35600.000,43788
Dollar,d,20130526,000000,36000.0000,36000.0000,36000.0000,36000.0000,0,36000.0000,43788
Dollar,d,20130527,000000,36200.0000,36200.0000,36200.0000,36200.0000,0,36200.000,43788
Dollar,d,20130528,000000,36850.0000,36850.0000,36850.0000,36850.0000,0,36850.000,43788
Dollar,d,20130529,000000,36400.0000,36400.0000,36400.0000,36400.0000,0,36400.0000,43788
Dollar,d,20130530,000000,36200.0000,36200.0000,36200.0000,36200.0000,0,36200.0000,43788
Dollar,d,20130601,000000,36400.0000,36400.0000,36400.0000,36400.0000,0,36400.0000,43788
Dollar,d,20130602,000000,36200.0000,36200.0000,36200.0000,36200.0000,0,36200.0000,43788
Dollar,d,20130603,000000,36350.0000,36350.0000,36350.0000,36350.0000,0,36350.000,43788
Dollar,d,20130606,000000,36650.0000,36650.0000,36650.0000,36650.0000,0,36650.000,43788
Dollar,d,20130608,000000,36550.0000,36550.0000,36550.0000,36550.0000,0,36550.0000,43788
Dollar,d,20130609,000000,36200.0000,36200.0000,36200.0000,36200.0000,0,36200.0000,43788
Dollar,d,20130610,000000,36000.0000,36000.0000,36000.0000,36000.0000,0,36000.0000,43788
Dollar,d,20130611,000000,35800.0000,35800.0000,35800.0000,35800.0000,0,35800.0000,43788
Dollar,d,20130612,000000,36350.0000,36350.0000,36350.0000,36350.0000,0,36350.0000,43788
Dollar,d,20130613,000000,36350.0000,36350.0000,36350.0000,36350.0000,0,36350.0000,43788
Dollar,d,20130615,000000,34300.0000,34300.0000,34300.0000,34300.0000,0,34300.0000,43788
Dollar,d,20130616,000000,35000.0000,35000.0000,35000.0000,35000.0000,0,35000.0000,43788
Dollar,d,20130617,000000,34800.0000,34800.0000,34800.0000,34800.0000,0,34800.0000,43788
Dollar,d,20130618,000000,34400.0000,34400.0000,34400.0000,34400.0000,0,34400.0000,43788
Dollar,d,20130619,000000,33750.0000,33750.0000,33750.0000,33750.0000,0,33750.0000,43788
Dollar,d,20130620,000000,32900.0000,32900.0000,32900.0000,32900.0000,0,32900.0000,43788
Dollar,d,20130622,000000,31700.0000,31700.0000,31700.0000,31700.0000,0,31700.0000,43788
